CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income,Card_Category,Months_on_book,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
8.03E+08,Existing Customer,33,2,0,4,3,31535,1,27,2252,1826,426,5055,68,0.811
7.17E+08,Attrited Customer,46,1,2,7,3,93637,1,34,7077,0,7077,2619,41,0
7.19E+08,Existing Customer,63,1,0,1,3,79944,1,51,2706,889,1817,5047,64,0.329
7.90E+08,Existing Customer,49,2,2,4,2,42631,1,40,3263,1522,1741,4288,69,0.466
7.89E+08,Attrited Customer,41,2,4,1,2,50608,1,29,3281,0,3281,2907,45,0
7.10E+08,Existing Customer,51,1,2,4,2,111989,1,40,8169,794,7375,4927,70,0.097
7.14E+08,Existing Customer,46,2,5,1,1,54622,1,38,3276,1915,1361,4264,76,0.585
7.11E+08,Existing Customer,41,2,3,7,3,38554,1,29,1966,1452,514,4666,74,0.739
7.79E+08,Existing Customer,46,2,4,4,2,50917,1,30,5869,0,5869,5103,83,0
7.08E+08,Existing Customer,34,2,2,6,3,39977,1,24,1438.3,0,1438.3,3940,82,0
7.49E+08,Existing Customer,45,2,2,7,2,28320,1,38,3682,0,3682,4015,77,0
7.16E+08,Existing Customer,27,2,0,3,1,54823,1,36,13439,2003,11436,4715,86,0.149
7.12E+08,Attrited Customer,54,2,2,2,3,30879,1,42,1694,0,1694,1930,41,0
8.20E+08,Existing Customer,41,1,2,4,1,104995,1,36,1636,986,650,4695,73,0.603
7.11E+08,Existing Customer,48,2,1,3,2,34318,1,38,1449,749,700,4039,50,0.517
7.44E+08,Existing Customer,45,2,2,3,2,39061,1,38,1513,788,725,4166,71,0.521
7.17E+08,Attrited Customer,39,2,4,3,3,20624,1,28,1438.3,0,1438.3,2392,44,0
7.12E+08,Existing Customer,46,2,4,2,1,30887,1,38,4120,1578,2542,4792,81,0.383
7.15E+08,Existing Customer,47,2,2,7,3,27999,1,41,2289,1611,678,4817,77,0.704
7.21E+08,Existing Customer,45,2,3,3,3,33863,1,33,2016,972,1044,4535,82,0.482
7.20E+08,Attrited Customer,49,1,3,6,2,86245,1,40,2509,450,2059,2239,47,0.179
8.09E+08,Existing Customer,40,2,2,3,2,28070,1,35,3511,0,3511,5238,82,0
7.11E+08,Existing Customer,45,1,3,5,1,64847,1,37,2751,2432,319,4453,75,0.884
7.19E+08,Existing Customer,34,2,2,4,1,36049,1,36,2426,0,2426,4918,81,0
7.10E+08,Existing Customer,44,1,2,3,2,106064,1,36,12230,1196,11034,3659,76,0.098
7.88E+08,Existing Customer,42,1,3,3,3,64268,1,33,7328,936,6392,4518,79,0.128
7.20E+08,Existing Customer,47,2,2,4,2,57399,1,40,2264,0,2264,4279,75,0
7.15E+08,Existing Customer,42,1,2,3,3,100572,1,36,3046,1231,1815,4711,77,0.404
7.20E+08,Existing Customer,51,2,0,6,2,22693,1,36,5881,0,5881,4431,89,0
7.21E+08,Existing Customer,52,1,2,1,2,106602,1,41,16207,922,15285,3621,83,0.057
7.72E+08,Existing Customer,44,1,3,1,4,63092,1,33,15468,1187,14281,4484,81,0.077
7.90E+08,Existing Customer,47,2,5,1,3,24715,1,34,5950,0,5950,4655,66,0
8.15E+08,Existing Customer,48,2,3,7,2,35148,1,43,3119,2196,923,4705,77,0.704
7.79E+08,Existing Customer,50,2,3,6,4,57529,1,30,1507,0,1507,4037,83,0
7.15E+08,Existing Customer,51,2,4,4,3,24123,1,36,2902,1634,1268,4748,74,0.563
7.14E+08,Existing Customer,47,2,3,1,2,21352,1,38,1585,1304,281,4656,80,0.823
7.17E+08,Existing Customer,47,2,1,4,3,25823,1,36,2899,2418,481,4296,68,0.834
7.15E+08,Existing Customer,50,2,2,7,2,42865,1,36,2295,1277,1018,2245,47,0.556
7.69E+08,Existing Customer,39,2,2,7,2,29205,1,33,3251,1937,1314,4284,85,0.596
7.89E+08,Existing Customer,48,2,2,4,2,52570,1,27,4009,1361,2648,4506,80,0.339
7.83E+08,Attrited Customer,45,2,4,7,2,22387,1,39,3411,1472,1939,2108,55,0.432
7.08E+08,Existing Customer,49,1,5,5,3,54594,4,36,15525,1299,14226,4042,78,0.084
7.95E+08,Existing Customer,35,2,4,3,3,22220,1,29,2118,1189,929,4541,60,0.561
7.16E+08,Existing Customer,34,2,3,3,2,40512,1,25,2275,1468,807,4977,88,0.645
7.72E+08,Existing Customer,59,2,1,1,3,24917,1,48,2601,1888,713,4899,62,0.726
7.22E+08,Existing Customer,52,1,3,4,3,84881,1,41,4642,2413,2229,3532,72,0.52
7.14E+08,Existing Customer,58,1,0,2,3,30663,1,46,1438.3,0,1438.3,4082,82,0
7.19E+08,Existing Customer,51,2,2,7,3,24224,1,36,1858,1071,787,4388,66,0.576
7.12E+08,Existing Customer,59,2,1,3,3,21230,1,52,2636,1619,1017,4727,83,0.614
7.11E+08,Existing Customer,50,2,3,2,3,50202,1,42,3743,881,2862,4621,71,0.235
7.15E+08,Existing Customer,49,2,1,3,3,35270,1,41,1438.3,0,1438.3,4538,82,0
7.80E+08,Attrited Customer,61,2,0,4,2,37746,1,47,4130,0,4130,2418,57,0
7.09E+08,Existing Customer,47,1,3,6,4,55253,1,36,10960,1333,9627,3480,62,0.122
7.79E+08,Existing Customer,52,2,3,5,2,57915,1,33,3900,0,3900,4337,81,0
7.57E+08,Existing Customer,38,1,1,6,2,38972,1,31,6236,1204,5032,5389,84,0.193
7.19E+08,Existing Customer,34,2,3,3,3,28502,1,23,2591,0,2591,3876,67,0
7.15E+08,Attrited Customer,57,2,2,2,2,30540,1,36,1615,950,665,2212,43,0.588
7.11E+08,Existing Customer,47,2,3,3,3,43340,1,36,8332,0,8332,5108,78,0
7.80E+08,Existing Customer,55,2,1,3,2,36665,1,38,2033,1037,996,4100,82,0.51
7.15E+08,Existing Customer,55,1,2,7,3,93050,1,48,8082,1138,6944,4277,59,0.141
7.14E+08,Existing Customer,57,2,3,4,2,39115,1,51,1511,0,1511,4683,87,0
7.53E+08,Existing Customer,43,2,4,3,1,35025,1,36,11536,2074,9462,4106,81,0.18
7.16E+08,Existing Customer,65,2,1,4,3,21907,1,55,4010,1504,2506,3807,61,0.375
7.19E+08,Existing Customer,55,2,2,6,2,38192,1,44,1669,1000,669,4085,69,0.599
8.06E+08,Existing Customer,54,2,3,3,2,51288,1,49,11905,0,11905,4022,65,0
7.15E+08,Attrited Customer,44,2,1,1,2,24703,1,36,3052,0,3052,2598,47,0
7.16E+08,Existing Customer,55,2,2,3,4,32546,1,36,2712,1617,1095,4858,73,0.596
7.14E+08,Existing Customer,39,2,0,1,2,23191,1,30,1978,871,1107,4299,59,0.44
7.19E+08,Existing Customer,37,2,3,1,2,33695,1,27,1438.3,687,751.3,4621,73,0.478
7.12E+08,Existing Customer,55,2,1,3,2,38920,1,46,1606,0,1606,4548,76,0
7.10E+08,Existing Customer,46,2,1,2,2,32031,1,29,2406,1705,701,4665,89,0.709
7.16E+08,Existing Customer,44,1,4,7,3,91779,1,36,5877,1160,4717,3565,83,0.197
7.17E+08,Attrited Customer,57,2,2,3,2,30727,1,41,2796,0,2796,2196,35,0
7.71E+08,Existing Customer,54,2,1,5,2,58194,1,40,2876,1267,1609,4302,74,0.441
7.20E+08,Attrited Customer,38,2,1,4,3,36952,1,26,3554,0,3554,2372,44,0
7.11E+08,Existing Customer,48,2,2,7,3,25288,1,36,9505,2390,7115,3616,68,0.251
7.17E+08,Attrited Customer,34,2,3,4,3,32900,1,21,1576,0,1576,2703,56,0
7.09E+08,Existing Customer,44,2,4,1,2,26473,1,36,1438.3,0,1438.3,4257,89,0
7.14E+08,Existing Customer,39,1,3,6,3,79429,1,26,2973,1136,1837,4342,87,0.382
7.13E+08,Attrited Customer,40,2,4,3,3,28657,1,25,1438.3,0,1438.3,2493,42,0
7.89E+08,Existing Customer,41,2,1,6,3,30420,1,30,5647,1175,4472,4868,76,0.208
7.79E+08,Existing Customer,43,2,1,4,4,54141,1,35,1766,0,1766,4808,87,0
7.11E+08,Existing Customer,50,2,2,3,4,32746,1,40,1606,0,1606,4129,68,0
7.12E+08,Attrited Customer,54,2,0,4,4,20983,1,34,2223,632,1591,2538,49,0.284
7.80E+08,Existing Customer,47,2,4,5,3,57647,1,36,2896,0,2896,4970,85,0
7.90E+08,Existing Customer,51,1,3,3,2,71692,1,43,2157,1494,663,4784,69,0.693
7.12E+08,Attrited Customer,49,2,3,2,1,55968,1,42,3802,1558,2244,2003,43,0.41
7.12E+08,Existing Customer,43,1,1,1,2,67572,1,36,13840,1079,12761,4190,74,0.078
7.13E+08,Existing Customer,36,2,2,7,4,22491,1,28,2169,1602,567,5182,78,0.739
7.16E+08,Existing Customer,47,2,3,7,3,28001,1,34,4862,0,4862,4167,86,0
7.09E+08,Existing Customer,45,2,5,3,2,30850,1,36,2289,1037,1252,4483,72,0.453
7.18E+08,Existing Customer,49,1,3,7,2,61199,1,36,22651,1085,21566,3915,72,0.048
7.09E+08,Existing Customer,48,2,4,7,4,33673,1,36,2406,1744,662,4748,88,0.725
7.09E+08,Attrited Customer,52,1,3,2,2,115189,1,36,3022,895,2127,2724,38,0.296
7.21E+08,Existing Customer,46,1,3,2,2,107747,1,38,12935,1417,11518,3528,61,0.11
8.12E+08,Attrited Customer,45,2,4,7,3,33432,1,40,1438.3,0,1438.3,2207,41,0
7.15E+08,Attrited Customer,49,2,1,6,2,47843,1,41,1438.3,522,916.3,2030,37,0.363
7.16E+08,Existing Customer,43,2,3,5,3,21832,1,26,2256,1346,910,4893,76,0.597
7.20E+08,Attrited Customer,40,2,3,3,3,38868,1,36,1516,0,1516,2709,54,0
7.20E+08,Existing Customer,48,2,3,7,4,50604,1,33,2485,1651,834,4351,86,0.664
7.10E+08,Existing Customer,53,2,2,7,3,30021,1,36,1820,909,911,4665,67,0.499
7.09E+08,Existing Customer,54,2,2,3,2,42462,1,47,2156,1134,1022,4120,77,0.526
7.10E+08,Existing Customer,48,1,5,5,3,67662,1,30,5826,1482,4344,4135,76,0.254
7.17E+08,Existing Customer,39,2,1,3,3,38434,4,30,10190,891,9299,3768,59,0.087
7.11E+08,Existing Customer,45,2,3,3,3,39550,1,28,2035,1174,861,4670,77,0.577
7.19E+08,Attrited Customer,45,2,2,1,3,34142,1,33,1833,0,1833,2037,31,0
7.67E+08,Existing Customer,56,1,3,6,3,74655,1,49,1623,0,1623,4965,74,0
7.12E+08,Attrited Customer,27,2,0,7,3,23680,1,16,1835,1647,188,1903,44,0.898
7.20E+08,Existing Customer,47,2,4,4,2,38570,1,40,4490,1989,2501,4346,70,0.443
7.71E+08,Existing Customer,48,1,3,3,1,66442,1,34,11062,0,11062,4084,72,0
7.13E+08,Attrited Customer,30,2,0,3,3,39454,1,36,1574,0,1574,2560,59,0
7.18E+08,Existing Customer,52,2,2,1,3,29339,1,36,2370,1490,880,4751,80,0.629
7.16E+08,Existing Customer,35,2,2,1,3,33350,1,18,2658,0,2658,4667,83,0
7.12E+08,Attrited Customer,38,2,3,3,2,23554,1,36,2300,0,2300,2500,47,0
7.18E+08,Existing Customer,44,2,2,3,3,25526,1,36,2368,1244,1124,4289,71,0.525
7.19E+08,Existing Customer,53,2,0,4,2,47798,1,36,2883,1936,947,4244,53,0.672
8.15E+08,Existing Customer,43,2,2,1,1,43028,1,38,3264,2042,1222,4624,75,0.626
8.04E+08,Existing Customer,46,2,3,7,3,24881,1,41,1937,916,1021,4303,89,0.473
7.17E+08,Existing Customer,40,2,4,7,2,53577,1,30,2166,1465,701,5097,82,0.676
7.13E+08,Existing Customer,43,2,5,3,2,53686,1,34,7135,1164,5971,3746,81,0.163
7.13E+08,Existing Customer,56,2,2,3,3,36563,1,43,1438.3,787,651.3,4830,79,0.547
7.94E+08,Existing Customer,48,2,3,4,3,41751,1,42,3743,2090,1653,4674,67,0.558
7.14E+08,Existing Customer,31,2,0,6,1,38963,1,36,5190,1682,3508,4900,81,0.324
7.14E+08,Existing Customer,41,1,2,2,2,45197,1,32,6059,1171,4888,4119,70,0.193
7.14E+08,Existing Customer,47,2,4,6,3,28643,1,36,2577,1450,1127,4576,83,0.563
7.19E+08,Existing Customer,43,2,2,4,2,23595,1,36,3761,2121,1640,4476,79,0.564
7.18E+08,Attrited Customer,50,2,3,4,2,25185,1,36,1572,0,1572,2447,41,0
7.10E+08,Existing Customer,39,2,1,7,2,54682,1,36,1637,0,1637,4800,70,0
7.08E+08,Existing Customer,51,1,2,7,2,140974,1,36,28600,0,28600,4336,66,0
7.15E+08,Existing Customer,40,1,4,4,2,37449,1,35,4402,1524,2878,3063,57,0.346
7.09E+08,Existing Customer,50,2,1,3,4,24069,1,32,2652,1911,741,4816,79,0.721
8.08E+08,Existing Customer,41,2,2,1,2,48523,1,36,6602,0,6602,4479,82,0
7.95E+08,Attrited Customer,37,2,2,2,3,57081,1,18,1900,0,1900,2880,46,0
7.13E+08,Existing Customer,56,2,4,2,3,56516,1,44,3455,1385,2070,4925,82,0.401
7.89E+08,Existing Customer,47,1,3,4,3,76041,1,30,18123,1775,16348,4259,80,0.098
7.10E+08,Existing Customer,44,2,4,5,1,22128,1,26,2295,1250,1045,3834,69,0.545
7.12E+08,Existing Customer,38,1,3,3,2,106922,1,19,1518,1115,403,3595,65,0.735
7.13E+08,Existing Customer,45,2,2,3,4,36334,1,36,2723,1902,821,3875,84,0.698
7.20E+08,Existing Customer,47,2,0,1,2,36496,1,27,1776,691,1085,4878,84,0.389
8.01E+08,Existing Customer,39,2,3,4,2,37112,1,33,1968,1270,698,4199,84,0.645
7.59E+08,Existing Customer,48,2,1,3,3,36127,1,41,1860,1054,806,5163,73,0.567
7.71E+08,Existing Customer,53,2,3,3,1,22895,1,40,2684,2126,558,5299,75,0.792
7.90E+08,Existing Customer,51,2,2,3,3,46102,1,43,2180,1865,315,4348,77,0.856
7.67E+08,Attrited Customer,41,2,2,4,3,23585,1,34,1661,0,1661,2473,49,0
7.14E+08,Existing Customer,38,2,0,6,3,23259,1,36,1679,0,1679,4771,81,0
7.21E+08,Attrited Customer,36,2,2,5,2,29128,1,25,1691,0,1691,2716,63,0
7.18E+08,Existing Customer,46,2,2,5,3,20968,1,35,2888,1641,1247,3703,61,0.568
7.72E+08,Existing Customer,58,2,1,4,2,51357,1,46,1871,1339,532,4553,90,0.716
7.11E+08,Existing Customer,44,2,2,4,4,28398,1,34,3226,2517,709,4317,81,0.78
7.73E+08,Existing Customer,41,1,5,7,2,83640,1,31,12114,1379,10735,3964,90,0.114
7.19E+08,Existing Customer,42,2,3,5,2,32694,1,36,4959,1483,3476,4286,71,0.299
7.18E+08,Existing Customer,42,1,4,6,3,109454,1,36,10374,599,9775,4240,63,0.058
7.21E+08,Existing Customer,45,2,1,6,2,27691,1,35,1438.3,1080,358.3,4425,79,0.751
7.14E+08,Attrited Customer,44,2,2,6,3,30855,1,32,1486,849,637,2380,43,0.571
7.20E+08,Existing Customer,41,2,3,3,2,48849,1,33,2542,0,2542,4087,73,0
7.15E+08,Attrited Customer,35,1,2,7,3,30058,1,36,1931,0,1931,2482,40,0
7.17E+08,Attrited Customer,48,2,3,2,3,27938,1,39,1644,500,1144,2450,45,0.304
7.17E+08,Existing Customer,43,2,2,5,3,44288,1,36,2283,0,2283,4088,66,0
7.11E+08,Existing Customer,36,2,1,2,4,21511,1,36,4943,1204,3739,4024,82,0.244
7.10E+08,Attrited Customer,44,1,2,2,4,41340,1,36,1438.3,0,1438.3,2100,54,0
7.80E+08,Existing Customer,43,2,3,1,3,30714,1,28,1438.3,0,1438.3,4482,54,0
7.14E+08,Existing Customer,52,2,2,1,1,27517,1,45,1438.3,0,1438.3,4737,80,0
7.13E+08,Attrited Customer,61,2,0,4,3,34199,1,36,1760,0,1760,2285,46,0
7.13E+08,Existing Customer,50,2,3,7,3,34152,1,39,1852,0,1852,4339,82,0
7.11E+08,Existing Customer,43,1,2,4,2,70613,1,25,2049,1530,519,4521,70,0.747
8.10E+08,Attrited Customer,48,2,3,4,2,21647,1,43,1670,0,1670,2790,37,0
8.03E+08,Existing Customer,35,2,3,7,1,35783,1,29,1511,864,647,4823,64,0.572
7.18E+08,Existing Customer,39,1,1,7,3,109532,1,36,6018,0,6018,4355,78,0
7.12E+08,Existing Customer,59,2,0,5,3,37909,1,48,3030,1251,1779,4724,71,0.413
7.12E+08,Existing Customer,58,2,4,4,3,39261,1,39,2755,1483,1272,4394,75,0.538
7.14E+08,Existing Customer,51,1,4,4,3,83983,1,37,8783,2142,6641,4425,83,0.244
7.16E+08,Existing Customer,64,1,1,3,3,28447,1,36,1861,1677,184,5225,94,0.901
7.73E+08,Attrited Customer,50,1,2,4,2,126293,1,40,13709,813,12896,2511,40,0.059
8.15E+08,Attrited Customer,46,2,3,7,4,32540,1,41,4710,0,4710,2690,43,0
7.12E+08,Existing Customer,49,1,4,3,2,98141,1,39,17285,1853,15432,4787,60,0.107
7.89E+08,Existing Customer,53,2,3,6,3,24246,1,40,1438.3,661,777.3,4463,87,0.46
7.09E+08,Existing Customer,54,1,2,3,3,68213,1,44,7866,0,7866,4238,55,0
7.11E+08,Existing Customer,42,2,1,4,2,20546,1,36,2190,1299,891,5026,77,0.593
7.17E+08,Existing Customer,43,2,4,3,2,35098,1,30,4829,1153,3676,4778,65,0.239
7.15E+08,Existing Customer,46,1,3,3,1,102197,1,36,3210,2081,1129,3962,62,0.648
8.09E+08,Existing Customer,38,2,0,3,3,39096,1,32,1755,750,1005,5000,79,0.427
7.09E+08,Existing Customer,47,2,4,3,3,45616,1,37,1438.3,703,735.3,4341,80,0.489
7.10E+08,Existing Customer,37,1,3,6,4,71646,1,26,14485,2124,12361,3895,87,0.147
7.15E+08,Existing Customer,47,1,5,5,2,41097,1,36,6043,0,6043,4256,78,0
7.14E+08,Attrited Customer,43,1,2,6,3,72334,1,35,6348,0,6348,1732,39,0
7.14E+08,Existing Customer,56,2,0,4,2,27562,1,48,1438.3,0,1438.3,4210,75,0
7.17E+08,Attrited Customer,43,1,3,3,2,63062,1,36,17239,0,17239,1789,38,0
7.16E+08,Attrited Customer,45,2,3,3,2,50066,1,36,18432,484,17948,2300,45,0.026
7.13E+08,Existing Customer,47,2,1,6,3,24284,1,32,1636,1135,501,5056,85,0.694
7.18E+08,Existing Customer,43,2,3,3,2,37026,1,33,7951,1456,6495,4452,65,0.183
7.80E+08,Attrited Customer,44,1,3,3,2,63513,1,34,14201,0,14201,2223,47,0
7.20E+08,Existing Customer,52,2,0,3,4,54254,1,42,2723,1544,1179,4108,70,0.567
7.12E+08,Existing Customer,52,2,1,3,3,31115,1,44,2019,991,1028,3603,59,0.491
7.14E+08,Existing Customer,43,2,3,4,3,40053,1,25,10305,1870,8435,4018,63,0.181
7.13E+08,Existing Customer,49,1,3,7,2,58710,1,32,3114,2208,906,5219,86,0.709
7.89E+08,Attrited Customer,40,1,3,3,4,54098,1,28,4323,0,4323,2451,38,0
7.15E+08,Attrited Customer,50,2,2,7,3,36994,1,36,3647,2517,1130,2935,58,0.69
7.12E+08,Existing Customer,43,1,2,4,3,72558,1,35,1849,1293,556,4678,71,0.699
8.03E+08,Existing Customer,53,1,1,3,2,92850,1,47,2540,1859,681,4480,80,0.732
7.12E+08,Existing Customer,42,2,5,4,3,42316,1,31,4972,0,4972,4524,72,0
7.19E+08,Existing Customer,55,2,2,3,3,20616,4,47,13565,0,13565,3705,69,0
7.20E+08,Attrited Customer,40,1,2,6,2,70507,1,29,6332,318,6014,2505,43,0.05
7.09E+08,Existing Customer,41,1,2,4,2,70278,1,36,6062,761,5301,3877,66,0.126
7.11E+08,Existing Customer,47,2,3,5,2,32256,1,29,2897,638,2259,4491,75,0.22
7.17E+08,Existing Customer,46,1,4,4,3,67295,1,36,13407,1341,12066,4869,84,0.1
7.14E+08,Existing Customer,50,2,2,3,3,41835,1,40,6610,1663,4947,4735,83,0.252
7.10E+08,Attrited Customer,33,1,4,6,2,89672,1,36,1438.3,0,1438.3,2439,43,0
7.53E+08,Existing Customer,45,2,5,4,2,24040,1,34,2030,1269,761,5067,88,0.625
7.13E+08,Attrited Customer,53,1,1,4,2,44919,1,43,3146,0,3146,1868,38,0
8.04E+08,Existing Customer,36,1,0,3,2,98438,1,30,5302,2414,2888,4284,74,0.455
7.17E+08,Existing Customer,55,2,2,7,3,32449,1,45,3185,1820,1365,5069,81,0.571
7.13E+08,Existing Customer,42,2,3,5,2,33291,1,36,4328,1749,2579,4593,72,0.404
7.99E+08,Existing Customer,51,2,3,6,2,31431,1,45,2238,1300,938,4508,79,0.581
7.20E+08,Existing Customer,44,2,4,3,3,39424,1,36,2658,1884,774,4779,83,0.709
7.16E+08,Existing Customer,47,1,1,5,3,66902,1,36,9090,1371,7719,4422,65,0.151
7.79E+08,Existing Customer,46,2,5,7,3,23901,1,28,2424,2169,255,4209,76,0.895
7.08E+08,Existing Customer,57,2,2,3,2,29123,1,36,1438.3,0,1438.3,3848,75,0
7.80E+08,Attrited Customer,43,2,1,5,2,34035,1,27,1438.3,0,1438.3,2137,40,0
7.21E+08,Existing Customer,61,2,1,3,3,55630,1,44,2303,540,1763,3440,46,0.234
7.14E+08,Existing Customer,51,1,2,3,1,142004,1,41,2792,887,1905,4074,81,0.318
7.18E+08,Existing Customer,44,2,4,5,3,38276,1,32,2900,1987,913,4549,70,0.685
7.71E+08,Existing Customer,46,2,2,3,2,38905,1,33,2267,1283,984,4249,81,0.566
7.11E+08,Existing Customer,52,2,1,3,2,59970,1,34,4189,2066,2123,4661,85,0.493
8.02E+08,Attrited Customer,45,1,4,3,2,73544,1,39,12890,0,12890,2216,51,0
7.20E+08,Existing Customer,35,2,2,3,3,58882,1,26,3269,1434,1835,4672,66,0.439
7.16E+08,Existing Customer,59,2,1,5,3,34565,1,36,2759,2481,278,5037,84,0.899
7.14E+08,Attrited Customer,46,2,5,2,3,26236,1,37,1787,0,1787,2345,36,0
7.72E+08,Existing Customer,43,1,3,3,3,68347,1,33,6854,0,6854,4578,72,0
7.09E+08,Attrited Customer,35,1,1,2,3,94757,1,27,2904,2517,387,2653,46,0.867
7.73E+08,Existing Customer,44,1,0,4,1,111446,1,34,5293,1236,4057,4572,90,0.234
7.14E+08,Existing Customer,57,2,3,3,2,30429,1,49,1781,0,1781,4593,81,0
7.10E+08,Existing Customer,50,1,3,7,2,66414,1,36,3276,2353,923,4488,92,0.718
7.88E+08,Existing Customer,55,1,2,6,3,72586,4,48,34516,1384,33132,3807,82,0.04
7.73E+08,Existing Customer,48,1,4,4,4,67577,1,30,14670,1900,12770,4221,83,0.13
7.09E+08,Attrited Customer,59,2,2,4,2,57776,1,36,4375,0,4375,2507,53,0
7.13E+08,Existing Customer,36,2,2,1,4,40460,1,24,3448,1903,1545,5471,87,0.552
7.16E+08,Attrited Customer,43,1,2,3,2,113829,1,33,2111,1761,350,2112,46,0.834
7.18E+08,Existing Customer,55,2,2,1,3,30228,1,36,3123,0,3123,4424,81,0
7.89E+08,Existing Customer,42,1,4,3,2,58384,1,19,8374,0,8374,4493,59,0
7.94E+08,Existing Customer,48,2,1,4,2,52161,4,28,15713,1387,14326,4775,61,0.088
7.18E+08,Existing Customer,60,2,0,7,3,53755,1,36,4115,1231,2884,3627,61,0.299
7.19E+08,Attrited Customer,50,1,3,6,3,100724,1,36,6925,0,6925,2506,36,0
7.17E+08,Existing Customer,42,2,2,4,2,22103,1,30,1898,725,1173,5051,64,0.382
8.09E+08,Existing Customer,44,2,1,4,3,37970,1,39,2021,1182,839,4209,77,0.585
7.79E+08,Existing Customer,33,2,3,6,3,20373,1,13,1630,1008,622,4143,67,0.618
8.16E+08,Attrited Customer,48,2,4,3,3,54988,1,43,1538,0,1538,2275,43,0
7.89E+08,Existing Customer,48,1,5,6,3,70892,1,38,22639,1481,21158,4219,65,0.065
7.10E+08,Existing Customer,39,2,3,5,2,39645,1,19,2452,2423,29,4204,63,0.988
7.21E+08,Existing Customer,32,2,4,7,2,24623,1,22,1438.3,1056,382.3,4885,78,0.734
7.10E+08,Attrited Customer,41,1,2,4,2,148048,1,24,9924,0,9924,1949,43,0
7.17E+08,Existing Customer,37,2,2,6,3,24418,1,26,2586,835,1751,4883,73,0.323
7.90E+08,Existing Customer,59,2,1,7,2,24035,1,52,2308,2094,214,4869,77,0.907
7.96E+08,Existing Customer,48,2,2,3,2,54576,1,42,10514,1494,9020,4949,76,0.142
7.09E+08,Existing Customer,54,1,3,3,2,45080,1,44,1655,0,1655,4621,67,0
7.20E+08,Existing Customer,41,2,2,3,3,41272,1,25,2768,2228,540,5112,86,0.805
7.13E+08,Existing Customer,59,2,0,7,3,24553,1,52,2533,2076,457,3816,75,0.82
8.02E+08,Existing Customer,48,1,2,3,2,109201,1,42,25658,1721,23937,4498,85,0.067
7.12E+08,Attrited Customer,55,2,2,1,1,47496,1,36,4410,2517,1893,1883,44,0.571
7.88E+08,Attrited Customer,49,2,4,6,4,33104,1,39,3468,2517,951,2494,39,0.726
7.20E+08,Existing Customer,51,2,3,5,2,27736,1,36,1438.3,0,1438.3,4323,70,0
7.79E+08,Attrited Customer,34,2,3,4,4,26707,1,15,1438.3,0,1438.3,2819,48,0
7.15E+08,Existing Customer,55,2,1,4,4,34011,1,36,6968,1430,5538,4037,69,0.205
7.20E+08,Existing Customer,35,2,3,3,3,50286,1,22,2441,1670,771,4105,73,0.684
7.14E+08,Attrited Customer,46,2,4,5,3,22942,1,37,1836,0,1836,1799,28,0
7.10E+08,Existing Customer,50,2,1,3,2,52248,1,36,2560,1807,753,4456,70,0.706
7.16E+08,Existing Customer,43,1,4,1,2,91121,1,36,32733,1448,31285,3452,54,0.044
7.54E+08,Attrited Customer,48,2,2,6,2,39721,1,41,2964,2517,447,2327,38,0.849
7.80E+08,Existing Customer,44,1,1,7,4,118531,1,29,8315,1008,7307,4088,66,0.121
7.16E+08,Existing Customer,65,2,0,7,3,25291,1,56,2279,1789,490,4091,82,0.785
8.21E+08,Existing Customer,53,1,4,1,3,84831,4,48,34516,800,33716,3819,72,0.023
7.17E+08,Existing Customer,49,1,4,2,2,49652,1,39,1438.3,0,1438.3,3691,77,0
7.57E+08,Existing Customer,45,2,3,4,3,22112,1,36,2020,1103,917,4951,85,0.546
8.18E+08,Attrited Customer,44,2,2,4,4,26216,2,35,34516,0,34516,2227,44,0
7.78E+08,Existing Customer,56,2,2,6,3,53603,1,47,5261,1966,3295,4448,86,0.374
7.79E+08,Existing Customer,43,2,3,4,2,47035,1,31,2692,2039,653,4622,73,0.757
7.21E+08,Existing Customer,49,2,3,5,2,47722,1,36,1994,0,1994,4434,69,0
7.49E+08,Existing Customer,44,1,3,3,1,64887,1,37,3290,0,3290,4780,84,0
7.13E+08,Existing Customer,52,2,5,3,3,43932,1,41,3035,1960,1075,4104,79,0.646
7.12E+08,Existing Customer,37,2,2,3,3,44940,1,36,2407,1552,855,4983,86,0.645
7.12E+08,Attrited Customer,47,2,3,1,2,31009,1,35,1781,0,1781,2196,35,0
7.15E+08,Attrited Customer,40,2,1,6,2,39262,1,28,3680,0,3680,2725,41,0
7.21E+08,Attrited Customer,48,2,4,7,2,36408,1,36,2740,2425,315,2431,46,0.885
7.72E+08,Existing Customer,42,2,2,3,2,21742,1,31,4311,822,3489,4965,94,0.191
7.15E+08,Existing Customer,42,2,3,4,3,21943,1,32,1931,1297,634,4693,66,0.672
7.20E+08,Existing Customer,59,1,0,3,3,29288,1,36,3604,1483,2121,4576,87,0.411
7.10E+08,Existing Customer,47,2,2,3,2,24293,1,34,2190,0,2190,4416,68,0
7.21E+08,Existing Customer,56,2,2,6,4,39071,1,36,8438,1825,6613,4798,89,0.216
